"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.38476000883109	0	0.772900697285235	0.073190609147211	0.496019101318963	0.141024353027082	0.520349996941037	NA	"prevalence"	65	56
"P108-PWY: pyruvate fermentation to propanoate I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.38476000883109	0	0.772900697285235	0.073190609147211	0.496019101318963	0.141024353027082	0.520349996941037	NA	"prevalence"	65	56
"P122-PWY: heterolactic fermentation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.02536873867563	0	0.662494146899445	0.121684890058011	0.496019101318963	0.228562567647592	0.520349996941037	NA	"prevalence"	65	53
"P124-PWY: Bifidobacterium shunt"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.25276103958571	0	0.690064511854279	0.0694584722549156	0.496019101318963	0.134092465141844	0.520349996941037	NA	"prevalence"	65	54
"P161-PWY: acetylene degradation (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.28621351134957	0	0.907706197492539	0.156484914983747	0.496019101318963	0.288482301350024	0.520349996941037	NA	"prevalence"	65	59
"P164-PWY: purine nucleobases degradation I (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.767291180743069	0	0.528492244905949	0.146543467731267	0.496019101318963	0.105735492437598	0.520349996941037	NA	"prevalence"	65	41
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"P23-PWY: reductive TCA cycle I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.980825482360747	0	0.568257462448887	0.0843432648092955	0.496019101318963	0.1615727432999	0.520349996941037	NA	"prevalence"	65	47
"P42-PWY: incomplete reductive TCA cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.38475274829495	0	0.772900997406584	0.0731922264072321	0.496019101318963	0.141027350808017	0.520349996941037	NA	"prevalence"	65	56
"P441-PWY: superpathway of N-acetylneuraminate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.38476000883109	0	0.772900697285235	0.073190609147211	0.496019101318963	0.141024353027082	0.520349996941037	NA	"prevalence"	65	56
"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.276659136695857	0.520349996941037	NA	"prevalence"	65	57
"PENTOSE-P-PWY: pentose phosphate pathway"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.79177333884353	0	0.863492073689981	0.0379836062275148	0.496019101318963	0.0745244581129827	0.520349996941037	NA	"prevalence"	65	57
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	2.00532214702504	0	1.1503258858826	0.0812874435875496	0.496019101318963	0.1559672386901	0.520349996941037	NA	"prevalence"	65	60
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.38476000883109	0	0.772900697285235	0.073190609147211	0.496019101318963	0.141024353027082	0.520349996941037	NA	"prevalence"	65	56
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.276659136695857	0.520349996941037	NA	"prevalence"	65	57
"PPGPPMET-PWY: ppGpp metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.55814101241259	0	0.881086283002117	0.0769887421806547	0.496019101318963	0.14805021793875	0.520349996941037	NA	"prevalence"	65	58
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.751985830076703	0	0.518656257459354	0.147093870029779	0.496019101318963	0.219823799844165	0.520349996941037	NA	"prevalence"	65	29
"PWY-1042: glycolysis IV"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.28621351134957	0	0.907706197492539	0.156484914983747	0.496019101318963	0.0650678462930713	0.520349996941037	NA	"prevalence"	65	59
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.28621351134957	0	0.907706197492539	0.156484914983747	0.496019101318963	0.288482301350024	0.520349996941037	NA	"prevalence"	65	59
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.986192145854433	0	0.622697874787847	0.113252673836765	0.496019101318963	0.213679179542353	0.520349996941037	NA	"prevalence"	65	51
"PWY-2201: folate transformations I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.20364000298661	0	0.678727314393807	0.0761661125541881	0.496019101318963	0.146530948406759	0.520349996941037	NA	"prevalence"	65	54
"PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.38476000883109	0	0.772900697285235	0.073190609147211	0.496019101318963	0.141024353027082	0.520349996941037	NA	"prevalence"	65	56
"PWY-2941: L-lysine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.276659136695857	0.520349996941037	NA	"prevalence"	65	57
"PWY-2942: L-lysine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.35565739275995	0	0.710960969894067	0.0565470351897739	0.496019101318963	0.109896503190794	0.520349996941037	NA	"prevalence"	65	54
"PWY-4041: &gamma;-glutamyl cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.35962701436117	0	0.761352252485704	0.0741307613371882	0.496019101318963	0.142766152897945	0.520349996941037	NA	"prevalence"	65	56
"PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.916293160972863	0	0.522813533670217	0.0796673526584616	0.496019101318963	0.152987818237316	0.520349996941037	NA	"prevalence"	65	30
"PWY-4984: urea cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.28621351136267	0	0.907707488351425	0.156485504145865	0.496019101318963	0.288483295283944	0.520349996941037	NA	"prevalence"	65	59
"PWY-5022: 4-aminobutanoate degradation V"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.810929180894424	0	0.520416413569443	0.119178411242385	0.496019101318963	0.224153328778511	0.520349996941037	NA	"prevalence"	65	34
"PWY-5097: L-lysine biosynthesis VI"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.2862135113146	0	0.907707791010708	0.156485642299346	0.496019101318963	0.288483528352853	0.520349996941037	NA	"prevalence"	65	59
"PWY-5103: L-isoleucine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.28621351137171	0	0.907706969460364	0.156485267313698	0.496019101318963	0.288482895741157	0.520349996941037	NA	"prevalence"	65	59
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.276659136695857	0.520349996941037	NA	"prevalence"	65	57
"PWY-5130: 2-oxobutanoate degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.32916974490408	0	0.602287703554251	0.0273232495471038	0.496019101318963	0.0538999391283942	0.520349996941037	NA	"prevalence"	65	49
"PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.35962701436117	0	0.761352252485704	0.0741307613371882	0.496019101318963	0.142766152897945	0.520349996941037	NA	"prevalence"	65	56
"PWY-5178: toluene degradation IV (aerobic) (via catechol)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.995603204421545	0	0.552907611125153	0.0717551779692284	0.496019101318963	0.138361550373061	0.520349996941037	NA	"prevalence"	65	20
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.882864659025155	0	0.530640555585867	0.0961580917059553	0.496019101318963	0.18306980481138	0.520349996941037	NA	"prevalence"	65	32
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.55814101241259	0	0.881086283002117	0.0769887421806547	0.496019101318963	0.14805021793875	0.520349996941037	NA	"prevalence"	65	58
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.79177333866379	0	0.86349203778698	0.0379835982511495	0.496019101318963	0.0745244427661943	0.520349996941037	NA	"prevalence"	65	57
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.15671857055705	0	0.551022114426605	0.035797203536232	0.496019101318963	0.0703129672914497	0.520349996941037	NA	"prevalence"	65	44
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822654465	0	0.781255357667498	0.149505412784306	0.496019101318963	0.276658957116807	0.520349996941037	NA	"prevalence"	65	57
"PWY-5417: catechol degradation III (ortho-cleavage pathway)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.857455636152427	0	0.543756673295829	0.114816108081414	0.496019101318963	0.216449477487864	0.520349996941037	NA	"prevalence"	65	21
"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.857455636152427	0	0.543756673295829	0.114816108081414	0.496019101318963	0.216449477487864	0.520349996941037	NA	"prevalence"	65	21
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.38476000883109	0	0.772900697285235	0.073190609147211	0.496019101318963	0.141024353027082	0.520349996941037	NA	"prevalence"	65	56
"PWY-5484: glycolysis II (from fructose 6-phosphate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.28621351134957	0	0.907706197492539	0.156484914983747	0.496019101318963	0.0405392742872888	0.520349996941037	NA	"prevalence"	65	59
"PWY-5505: L-glutamate and L-glutamine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295307784	0	0.705035072223608	0.138468288716521	0.496019101318963	0.25776311045296	0.520349996941037	NA	"prevalence"	65	55
"PWY-5656: mannosylglycerate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.980578213762727	0	0.568251563029859	0.0844183486370612	0.496019101318963	0.161710239687514	0.520349996941037	NA	"prevalence"	65	47
"PWY-5659: GDP-mannose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.55814101241259	0	0.881086283002117	0.0769887421806547	0.496019101318963	0.14805021793875	0.520349996941037	NA	"prevalence"	65	58
"PWY-5686: UMP biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	2.00532214703664	0	1.15032690946141	0.081287714417684	0.496019101318963	0.155967736320117	0.520349996941037	NA	"prevalence"	65	60
"PWY-5690: TCA cycle II (plants and fungi)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.276659136695857	0.520349996941037	NA	"prevalence"	65	57
"PWY-5695: inosine 5'-phosphate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	2.00532214702504	0	1.1503258858826	0.0812874435875496	0.496019101318963	0.1559672386901	0.520349996941037	NA	"prevalence"	65	60
"PWY-5723: Rubisco shunt"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5838: superpathway of menaquinol-8 biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5840: superpathway of menaquinol-7 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5845: superpathway of menaquinol-9 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.00144816597222	0	0.653440350218056	0.125379917997972	0.496019101318963	0.235039712158767	0.520349996941037	NA	"prevalence"	65	53
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.00144816597222	0	0.653440350218056	0.125379917997972	0.496019101318963	0.235039712158767	0.520349996941037	NA	"prevalence"	65	53
"PWY-5897: superpathway of menaquinol-11 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5898: superpathway of menaquinol-12 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5899: superpathway of menaquinol-13 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.753764457267712	0	0.532751032807518	0.157111567600342	0.496019101318963	0.289539090526846	0.520349996941037	NA	"prevalence"	65	28
"PWY-5918: superpathway of heme b biosynthesis from glutamate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.56785797488323	0	0.747514166518918	0.0359556062141015	0.496019101318963	0.0706184068099794	0.520349996941037	NA	"prevalence"	65	55
"PWY-5972: stearate biosynthesis I (animals)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-5981: CDP-diacylglycerol biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.0992260867561811	0.520349996941037	NA	"prevalence"	65	57
"PWY-6060: malonate degradation II (biotin-dependent)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-1.02416527307659	0	0.526466453516353	0.0517320096894553	0.496019101318963	0.100787818552401	0.520349996941037	NA	"prevalence"	65	29
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.55814101241259	0	0.881086283002117	0.0769887421806547	0.496019101318963	0.14805021793875	0.520349996941037	NA	"prevalence"	65	58
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.276659136695857	0.520349996941037	NA	"prevalence"	65	57
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.276659136695857	0.520349996941037	NA	"prevalence"	65	57
"PWY-6151: S-adenosyl-L-methionine salvage I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.67114111131396	0	1.1850879664399	0.158498057662841	0.496019101318963	0.291874481042789	0.520349996941037	NA	"prevalence"	65	61
"PWY-6168: flavin biosynthesis III (fungi)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.12600822652589	0	0.78125556029967	0.149505518357618	0.496019101318963	0.195518633485873	0.520349996941037	NA	"prevalence"	65	57
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.09712978354675	0	0.717239798131081	0.126102030347267	0.496019101318963	0.236302338636831	0.520349996941037	NA	"prevalence"	65	55
"PWY-6305: superpathway of putrescine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.79177333866379	0	0.86349203778698	0.0379835982511495	0.496019101318963	0.0745244427661943	0.520349996941037	NA	"prevalence"	65	57
"PWY-6353: purine nucleotides degradation II (aerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.35962701436117	0	0.761352252485704	0.0741307613371882	0.496019101318963	0.142766152897945	0.520349996941037	NA	"prevalence"	65	56
"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.49344489643683	0	0.598678412355596	0.0126110034071416	0.496019101318963	0.0250629694073484	0.520349996941037	NA	"prevalence"	65	48
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	2.00532214702504	0	1.1503258858826	0.0812874435875496	0.496019101318963	0.1559672386901	0.520349996941037	NA	"prevalence"	65	60
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	2.00532214702504	0	1.1503258858826	0.0812874435875496	0.496019101318963	0.1559672386901	0.520349996941037	NA	"prevalence"	65	60
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.67114111131396	0	1.1850879664399	0.158498057662841	0.496019101318963	0.127541627297227	0.520349996941037	NA	"prevalence"	65	61
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.00144816590881	0	0.65344073907782	0.125380142883554	0.496019101318963	0.235040105537608	0.520349996941037	NA	"prevalence"	65	53
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.980825482400851	0	0.568257169494112	0.0843431047204752	0.496019101318963	0.161572450127061	0.520349996941037	NA	"prevalence"	65	47
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.55814101241259	0	0.881086283002117	0.0769887421806547	0.496019101318963	0.14805021793875	0.520349996941037	NA	"prevalence"	65	58
"PWY-6549: L-glutamine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	2.00532214703664	0	1.15032690946141	0.081287714417684	0.496019101318963	0.155967736320117	0.520349996941037	NA	"prevalence"	65	60
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.975236329553511	0	0.588872482593697	0.0976999838831653	0.496019101318963	0.18585468091556	0.520349996941037	NA	"prevalence"	65	49
"PWY-6596: adenosine nucleotides degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.975236329553511	0	0.588872482593697	0.0976999838831653	0.496019101318963	0.18585468091556	0.520349996941037	NA	"prevalence"	65	49
"PWY-6606: guanosine nucleotides degradation II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.04452295301252	0	0.705034089296026	0.138467738767622	0.496019101318963	0.257762162855825	0.520349996941037	NA	"prevalence"	65	55
"PWY-6607: guanosine nucleotides degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.975236329553511	0	0.588872482593697	0.0976999838831653	0.496019101318963	0.18585468091556	0.520349996941037	NA	"prevalence"	65	49
"PWY-6609: adenine and adenosine salvage III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	2.00532214702504	0	1.1503258858826	0.0812874435875496	0.496019101318963	0.0497258971318555	0.520349996941037	NA	"prevalence"	65	60
"PWY-6628: superpathway of L-phenylalanine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.28621351136267	0	0.907707488351425	0.156485504145865	0.496019101318963	0.288483295283944	0.520349996941037	NA	"prevalence"	65	59
